# Spark-gap event table. SI units unless noted in SPARK_GAP_METRICS.md.
# Storage units: s, V, V/s, Hz, J, C, A, H.
# event_index [1]: 0-based order of detected collapses. Used to plot conditioning.
# first_cycle [bool]: True when the preceding ramp is much flatter than the later population (startup / long plateau). Kept in the event table; excluded from typical stats.
# t_break [s]: Collapse-start time: first sample of the steepest ~20 ns drop. Event timestamp for all intervals; not the 1-sample voltage maximum.
# v_breakdown [V]: Median voltage over the ~20-50 ns plateau immediately before t_break. Repetitive breakdown voltage for that shot.
# v_undershoot [V]: Minimum in the ~200 ns after t_break. Includes inductive kick / probe ringing.
# v_residual [V]: Median voltage after ringing settles (~1-5 us post-edge), at the start of the next charging ramp. Recovery / restart voltage for the next cycle.
# dv_collapse [V]: v_breakdown - v_undershoot. Total observed swing including undershoot.
# period_s [s]: t_break[i] - t_break[i-1]. Undefined for event 0.
# rep_rate_hz [Hz]: 1 / period_s for that interval.
# t_collapse_10_90 [s]: t90 - t10. IEC/scope 10-90% fall time of the discharge edge.
# slew_collapse_mean [V/s]: 0.8 * (v_pre - v_post) / t_collapse_10_90. Mean collapse gradient; a lower bound set by scope bandwidth.
# slew_collapse_peak [V/s]: Maximum |dV/dt| over a 5 ns window on the falling edge.
# t_ring [s]: Dominant post-collapse ring period in the 50-400 ns window (median peak spacing of the residual after a short moving mean).
# charge_rate [V/s]: Least-squares slope of the linear charging ramp from residual settle to ~100 ns before t_break. I ≈ C * charge_rate if C is known.
# charge_r2 [1]: Coefficient of determination of the linear ramp fit. Low R² flags a non-linear ramp.
# v_charge_start [V]: Voltage at the start of the ramp-fit window.
# v_charge_end [V]: Voltage at the end of the ramp-fit window (near v_breakdown).
# recovery_s [s]: Time from t_break until a short local slope matches the next-cycle charge rate. Duration of the post-spark transient.
# energy_j [J]: 0.5 * C * v_breakdown^2. Only when --capacitance is given.
# charge_c [C]: C * (v_breakdown - v_residual). Only when --capacitance is given.
# source_current_a [A]: C * charge_rate during the linear ramp. Only when --capacitance is given.
# L_est_h [H]: 1 / ((2π / t_ring)^2 * C) if t_ring and C are known.
event_index,first_cycle,t_break,v_breakdown,v_undershoot,v_residual,dv_collapse,period_s,rep_rate_hz,t_collapse_10_90,slew_collapse_mean,slew_collapse_peak,t_ring,charge_rate,charge_r2,v_charge_start,v_charge_end,recovery_s,energy_j,charge_c,source_current_a,L_est_h
11,False,0.0013316988000000004,3776.1724000000004,0.0,0.0,3776.1724000000004,0.00011835299999999986,8449.29997549704,1.3999999999569912e-08,215781280006.62894,269726600000.00006,9.999999999940612e-09,30405912.913438685,0.9721605014663355,-809.1798000000001,3776.1724000000004,,,,,
12,False,0.0014621298000000007,4315.6256,-539.4532,-269.7266,4855.0788,0.0001304310000000003,7666.889006447836,1.3000000000096268e-08,298774079997.78754,377617240000.0,8.000000000125962e-09,28822003.176690407,0.9895681791325001,539.4532,4585.3522,,,,,
13,False,0.0016113467999999999,4315.6256,-269.7266,-269.7266,4585.3522,0.00014921699999999923,6701.64927588683,1.3000000000096268e-08,282175519997.91046,431562559999.99994,9.000000000466968e-09,30267474.43985972,0.9893637199610126,-539.4532,4315.6256,,,,,
14,False,0.0017769858000000003,5394.532,-539.4532,-539.4532,5933.9852,0.0001656390000000004,6037.225532634207,1.4000000000437274e-08,339084868560.8377,647343840000.0001,6.999999999784956e-09,29579015.07324279,0.9927167588647126,269.7266,5394.532,,,,,
15,False,0.0019506128000000003,5394.532,-539.4532,-539.4532,5933.9852,0.00017362699999999998,5759.472893040829,1.3000000000096268e-08,365168319997.2959,431562560000.0,6.999999999784956e-09,29795637.075858355,0.990051638001152,-539.4532,5394.532,,,,,
16,False,0.0021384238000000007,5664.2586,-1618.3596000000002,-539.4532,7282.618200000001,0.0001878110000000004,5324.50175974782,1.1000000000281618e-08,529644959986.44037,755234480000.0,9.999999999940612e-09,29042887.853393797,0.9910235204224012,-539.4532,5664.2586,,,,,
17,False,0.0023125068,4585.3522,-809.1798000000001,-269.7266,5394.532,0.00017408299999999936,5744.386298489822,1.2999999999228906e-08,331971200019.69086,431562560000.0,8.000000000125962e-09,29455734.53146056,0.9895847046048792,-809.1798000000001,4585.3522,,,,,
18,False,0.0025678788000000003,6743.165000000001,-1078.9064,-809.1798000000001,7822.071400000001,0.00025537200000000024,3915.8560844571803,1.3999999999569912e-08,446975508585.16,863125120000.0002,9.999999999940612e-09,27497484.343690187,0.994706441966833,-539.4532,6743.165000000001,,,,,
19,False,0.0027914448,5124.8054,-809.1798000000001,-539.4532,5933.9852,0.0002235659999999997,4472.952058899838,9.000000000466968e-09,527465351083.74347,593398520000.0,6.000000000311312e-09,26694679.253906924,0.9903488652340939,-1078.9064,5124.8054,,,,,
20,False,0.0029621818000000006,4585.3522,-269.7266,-269.7266,4855.0788,0.00017073700000000067,5856.961291342803,1.4000000000437274e-08,277433074277.049,485507880000.0001,6.999999999784956e-09,25863221.352495555,0.9862642193295743,-809.1798000000001,4585.3522,,,,,
21,False,0.0031766038000000003,5124.8054,-269.7266,-539.4532,5394.532,0.0002144219999999997,4663.7005531148925,1.3000000000096268e-08,331971199997.5417,485507880000.0,8.000000000125962e-09,23978809.90466284,0.9909929891219045,-539.4532,5124.8054,,,,,
